label,area,soil_type,ph,n,p,k,humidity,temperature,rainfall
rice,425002.0,,6.2,85.0,40.0,45.0,75.28,25.82,1537.71
jute,612066.0,,6.2,85.0,40.0,45.0,75.28,25.82,1537.71
rice,1450473.0,,6.2,85.0,40.0,45.0,75.28,25.82,1537.71
rice,4028620.0,,6.2,85.0,40.0,45.0,75.28,25.82,1537.71
maize,,silt,6.04,163.0,86.0,80.0,44.64,35.81,1538.43
maize,,sandy,7.52,149.0,68.0,22.0,41.26,32.17,1538.75
cotton,,clay,7.46,177.0,16.0,43.0,54.05,10.06,1539.22
cotton,,loamy,6.12,32.0,89.0,130.0,88.16,18.45,1539.3
rice,,sandy,7.3,72.0,76.0,93.0,73.28,27.25,1539.3
potato,,loamy,5.4,135.0,42.0,34.0,34.42,27.1,1539.59
potato,,clay,7.74,108.0,81.0,135.0,50.83,24.24,1539.63
wheat,,silt,7.26,41.0,77.0,31.0,79.93,20.91,1539.94
rice,,silt,7.18,144.0,32.0,120.0,43.54,37.67,1539.98
potato,,silt,7.52,30.0,80.0,34.0,53.43,20.21,1540.36
maize,,clay,6.11,59.0,91.0,75.0,40.14,33.86,1540.71
sugarcane,,silt,6.09,115.0,50.0,49.0,35.09,17.39,1540.88
maize,,silt,7.38,93.0,98.0,22.0,32.22,19.78,1540.91
cotton,,sandy,6.66,58.0,50.0,125.0,64.91,15.72,1541.12
maize,,silt,5.38,169.0,38.0,97.0,64.42,13.52,1541.79
maize,,clay,7.87,174.0,76.0,74.0,86.65,31.84,1541.83
cotton,,sandy,5.97,31.0,88.0,25.0,47.44,33.44,1542.19
tobacco,76.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
garlic,638.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
sweet potato,1002.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
sesamum,1204.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
small millets,1233.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
ragi,1504.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
jowar,2129.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
groundnut,2687.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
turmeric,2774.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
cotton(lint),2949.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
sugarcane,3535.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
ginger,8516.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
rice,37186.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
cardamom,41332.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
banana,55906.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
cashewnut,86376.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
tapioca,94297.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
arecanut,102504.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
rice,102770.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
rice,147384.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
black pepper,216440.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
coconut,898498.0,,5.7,65.0,28.0,50.0,79.55,27.08,1542.25
maize,,sandy,6.42,151.0,73.0,82.0,52.36,25.18,1542.57
potato,,clay,6.61,149.0,32.0,149.0,68.8,36.95,1542.7
wheat,,loamy,7.76,47.0,88.0,143.0,63.41,34.36,1542.92
sugarcane,,loamy,5.21,158.0,58.0,83.0,58.95,13.61,1543.09
sugarcane,,sandy,7.09,31.0,52.0,115.0,55.8,22.99,1543.26
cotton,,silt,5.97,130.0,34.0,99.0,53.2,18.78,1543.3
maize,,loamy,8.03,86.0,30.0,118.0,47.85,33.92,1543.44
jute,,,5.62,80.0,40.0,40.0,,27.33,1543.76
jute,,,5.56,80.0,40.0,40.0,,27.33,1543.76
jute,,,5.44,80.0,40.0,40.0,,27.33,1543.76
jute,,,5.48,80.0,40.0,40.0,,27.33,1543.76
jute,,,5.4,80.0,40.0,40.0,,27.33,1543.76
jute,,,5.36,80.0,40.0,40.0,,27.33,1543.76
rice,,,5.44,80.0,40.0,40.0,,27.33,1543.76
potato,,loamy,7.69,178.0,81.0,54.0,80.75,17.31,1543.81
maize,,loamy,5.1,39.0,76.0,118.0,50.66,36.83,1543.91
maize,,loamy,6.93,135.0,46.0,145.0,45.6,20.73,1544.03
rice,,sandy,5.49,34.0,61.0,120.0,67.62,22.18,1544.25
sugarcane,,silt,8.06,64.0,41.0,53.0,51.96,18.78,1544.49
rice,,silt,5.91,78.0,80.0,41.0,89.74,28.44,1544.54
wheat,,sandy,7.16,42.0,54.0,120.0,49.86,29.8,1544.55
maize,,sandy,5.44,92.0,39.0,147.0,65.87,28.63,1544.55
rice,,sandy,7.38,113.0,58.0,96.0,58.35,19.25,1544.7
cotton,,silt,6.18,69.0,78.0,100.0,72.93,36.67,1544.91
sugarcane,,clay,6.79,128.0,33.0,60.0,49.54,29.33,1545.48
potato,,silt,5.83,54.0,53.0,134.0,74.17,33.18,1545.56
rice,,loamy,6.51,103.0,38.0,23.0,82.32,39.61,1545.62
cotton,,sandy,5.44,67.0,22.0,55.0,30.01,22.9,1545.62
rice,,silt,7.07,104.0,42.0,61.0,61.2,37.28,1545.94
rice,,clay,8.09,173.0,75.0,130.0,73.81,13.03,1546.12
sugarcane,,sandy,6.18,53.0,22.0,69.0,45.55,24.03,1546.4
maize,,clay,6.06,157.0,31.0,122.0,83.11,29.77,1546.9
maize,,sandy,6.25,158.0,49.0,144.0,77.71,25.96,1547.58
rice,,clay,6.52,39.0,71.0,36.0,37.76,22.8,1548.1
cotton,,silt,7.98,108.0,17.0,92.0,86.48,15.96,1548.11
cotton,,sandy,7.17,146.0,79.0,44.0,78.76,38.6,1548.21
rice,,silt,5.06,159.0,18.0,67.0,69.92,19.54,1548.24
rice,,clay,8.01,128.0,53.0,44.0,60.42,37.62,1548.5
rice,,silt,5.69,62.0,39.0,90.0,65.61,19.53,1548.5
sugarcane,,silt,5.54,142.0,54.0,112.0,30.99,37.26,1548.6
cotton,,loamy,7.35,168.0,20.0,79.0,30.32,27.73,1549.06
maize,,clay,6.33,85.0,17.0,31.0,72.55,11.88,1549.16
rice,,loamy,6.1,116.0,93.0,135.0,67.58,15.21,1549.62
cotton,,loamy,7.51,48.0,94.0,131.0,70.71,23.38,1549.67
passion fruit,,,6.7,88.0,44.0,108.0,,22.0,1550.0
sugarcane,,silt,6.71,121.0,67.0,132.0,32.91,24.76,1550.12
maize,,loamy,6.12,53.0,22.0,90.0,79.01,31.83,1550.34
potato,,silt,7.8,31.0,79.0,129.0,81.31,25.27,1550.34
wheat,,clay,8.06,78.0,49.0,138.0,37.78,18.23,1550.47
maize,,sandy,6.32,130.0,37.0,55.0,72.63,17.83,1550.75
cotton,,loamy,7.31,49.0,77.0,38.0,57.87,20.71,1550.95
cotton,,clay,6.91,157.0,65.0,110.0,53.03,21.48,1551.33
potato,,sandy,5.39,67.0,62.0,131.0,74.29,32.26,1551.38
maize,,silt,6.75,177.0,18.0,85.0,41.12,20.63,1551.85
horse-gram,118.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
maize,180.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
ragi,286.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
wheat,403.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
jute,1057.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
groundnut,1916.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
maize,2266.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
urad,2800.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
sesamum,3679.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
sesamum,4255.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
potato,8445.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
sugarcane,10047.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
rapeseed &mustard,10119.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
ragi,15247.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
sesamum,17919.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
groundnut,20519.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
moong(green gram),22009.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
urad,22843.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
groundnut,26407.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
ragi,35945.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
horse-gram,38245.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
urad,56121.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
maize,89218.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
moong(green gram),97798.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
moong(green gram),175592.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
rice,301000.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
rice,583000.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
rice,3282000.0,,6.3,67.0,26.0,32.0,72.52,26.21,1552.0
wheat,,loamy,8.15,44.0,86.0,44.0,32.83,27.96,1552.05
sugarcane,,sandy,7.05,70.0,24.0,79.0,49.04,25.36,1552.07
wheat,,sandy,5.44,75.0,22.0,42.0,35.99,38.02,1552.19
cotton,,clay,6.13,91.0,81.0,138.0,71.87,20.11,1552.2
cotton,,sandy,7.31,102.0,79.0,108.0,42.42,15.44,1552.51
maize,,sandy,6.17,144.0,50.0,36.0,75.97,39.5,1552.65
rice,,clay,5.22,91.0,53.0,94.0,78.34,20.83,1552.67
wheat,,silt,5.34,30.0,57.0,63.0,84.74,12.48,1552.76
maize,,clay,5.21,30.0,90.0,143.0,81.59,18.11,1553.21
bajra,53.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
castor seed,60.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
small millets,520.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
soyabean,551.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
safflower,590.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
other kharif pulses,591.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
arhar/tur,755.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
sannhamp,835.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
sesamum,1041.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
small millets,1194.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
cotton(lint),1289.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
sesamum,1292.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
jowar,1479.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
moong(green gram),1677.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
barley,1749.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
horse-gram,1863.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
moong(green gram),2055.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
groundnut,2058.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
potato,2430.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
niger seed,3658.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
linseed,4715.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
mesta,5358.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
urad,7009.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
peas & beans (pulses),9391.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
sunflower,10780.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
ragi,11774.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
moong(green gram),13055.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
groundnut,13462.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
sugarcane,13750.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
tobacco,14169.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
gram,21766.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
maize,23585.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
khesari,28127.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
coconut,28846.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
maize,36330.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
maize,37801.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
urad,43007.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
groundnut,50306.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
masoor,51698.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
sesamum,183553.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
rice,214062.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
wheat,315888.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
potato,384451.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
rapeseed &mustard,410318.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
jute,614365.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
rice,1429703.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
rice,3986330.0,,6.2,85.0,40.0,45.0,72.3,26.05,1553.26
potato,,sandy,6.26,78.0,38.0,133.0,41.19,38.23,1553.39
maize,,loamy,5.68,140.0,37.0,145.0,52.8,38.92,1553.46
cotton,,sandy,7.02,71.0,49.0,135.0,39.79,34.42,1553.52
rice,,clay,6.9,95.0,24.0,70.0,58.44,26.79,1553.76
cotton,,sandy,5.42,109.0,79.0,85.0,30.05,28.75,1553.92
rice,,clay,5.82,76.0,32.0,44.0,31.77,19.13,1554.18
maize,,silt,4.82,152.0,27.0,25.0,50.44,37.99,1554.73
sugarcane,,clay,7.86,69.0,65.0,44.0,54.7,10.05,1554.86
potato,,clay,5.66,143.0,30.0,98.0,47.45,35.12,1554.94
rice,,silt,6.42,156.0,44.0,127.0,73.8,19.47,1555.13
sugarcane,,loamy,6.57,34.0,91.0,133.0,76.75,34.66,1555.5
sugarcane,,clay,5.59,47.0,71.0,142.0,77.83,29.81,1556.37
maize,,silt,7.3,103.0,15.0,95.0,33.76,25.87,1557.17
arecanut,438.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
garlic,464.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
sweet potato,850.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
linseed,1129.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
small millets,1263.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
ginger,2472.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
other kharif pulses,2581.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
ragi,5244.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
other  rabi pulses,5791.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
potato,5953.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
horse-gram,6234.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
rapeseed &mustard,6922.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
arhar/tur,8123.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
niger seed,10007.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
wheat,10085.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
tapioca,12859.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
safflower,13090.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
bajra,15988.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
onion,17787.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
coriander,20313.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
mesta,25244.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
onion,25612.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
small millets,28040.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
horse-gram,31431.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
ragi,37078.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
sesamum,43175.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
dry chillies,43460.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
bajra,51338.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
banana,58876.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
sesamum,81800.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
urad,82317.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
coconut,103945.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
jowar,114324.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
moong(green gram),116941.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
soyabean,127712.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
cashewnut,138101.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
jowar,139993.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
dry chillies,152011.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
castor seed,187721.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
sugarcane,191729.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
sunflower,225361.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
tobacco,226534.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
moong(green gram),261106.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
groundnut,275423.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
maize,303916.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
urad,381529.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
maize,439530.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
gram,583563.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
arhar/tur,629980.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
groundnut,1346582.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
cotton(lint),1784237.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
rice,1829516.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
rice,2921793.0,,6.8,78.0,45.0,22.0,73.66,27.91,1557.24
wheat,,loamy,5.31,171.0,97.0,130.0,59.4,14.4,1557.25
wheat,,silt,8.12,57.0,39.0,23.0,73.44,39.06,1557.29
wheat,,clay,6.52,135.0,87.0,143.0,51.28,11.1,1557.87
wheat,,silt,7.52,57.0,29.0,71.0,36.02,29.12,1558.07
cotton,,sandy,5.29,74.0,24.0,122.0,47.15,14.12,1558.11
tobacco,29.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
other cereals,226.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
ragi,293.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
garlic,336.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
sweet potato,399.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
sesamum,608.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
cotton(lint),1018.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
groundnut,1340.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
turmeric,2438.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
jowar,2547.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
sugarcane,2972.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
ginger,5408.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
cardamom,41593.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
cashewnut,48972.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
rice,49279.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
banana,51275.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
tapioca,74925.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
rice,77249.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
arecanut,99190.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
rice,107485.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
black pepper,171489.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
coconut,778618.0,,5.7,65.0,28.0,50.0,79.8,26.9,1558.44
wheat,,clay,6.88,76.0,94.0,114.0,60.13,22.06,1558.62
potato,,silt,6.49,148.0,42.0,74.0,61.01,23.84,1558.79
rice,,silt,7.54,60.0,44.0,143.0,81.67,23.61,1558.92
maize,,clay,6.21,84.0,35.0,140.0,75.64,36.87,1559.49
rice,,sandy,6.51,115.0,77.0,41.0,67.69,19.87,1559.72
rice,,sandy,7.04,53.0,42.0,37.0,62.87,19.49,1559.92
wheat,,silt,5.32,146.0,22.0,25.0,83.84,32.68,1560.43
potato,,silt,6.28,153.0,26.0,30.0,39.78,25.12,1560.57
maize,,sandy,7.66,142.0,37.0,148.0,50.13,27.39,1561.11
wheat,,silt,5.39,165.0,64.0,132.0,47.25,37.9,1561.14
masoor,10.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
arhar/tur,77.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
maize,233.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
potato,310.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
other  rabi pulses,344.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
tobacco,373.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
cotton(lint),483.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
sugarcane,952.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
soyabean,1194.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
other kharif pulses,1610.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
rapeseed &mustard,2328.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
sesamum,3791.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
maize,6410.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
rice,51839.0,,5.7,54.0,15.0,34.0,75.76,22.64,1561.26
castor seed,60.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
bajra,75.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
other  rabi pulses,185.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
cardamom,245.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
safflower,350.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
soyabean,537.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
arhar/tur,629.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
sannhamp,968.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
ragi,972.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
other kharif pulses,976.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
small millets,1068.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
moong(green gram),1079.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
jowar,1126.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
sesamum,1143.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
sesamum,1245.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
small millets,1500.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
moong(green gram),1570.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
horse-gram,1897.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
groundnut,2413.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
barley,2768.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
cotton(lint),2780.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
linseed,4565.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
niger seed,5000.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
urad,6765.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
mesta,7908.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
peas & beans (pulses),8815.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
sunflower,10127.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
ginger,11131.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
arecanut,11394.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
ragi,11732.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
moong(green gram),12168.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
tobacco,12707.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
groundnut,13860.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
turmeric,15216.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
sugarcane,17557.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
maize,17955.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
gram,21692.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
khesari,27743.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
coconut,28757.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
maize,35976.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
maize,36843.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
masoor,49712.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
urad,50246.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
groundnut,51924.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
dry chillies,63249.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
sesamum,200506.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
rice,292444.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
wheat,306985.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
potato,385981.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
rapeseed &mustard,412488.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
jute,584238.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
rice,1556662.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
rice,4086590.0,,6.2,85.0,40.0,45.0,76.85,25.32,1561.27
rice,,clay,6.26,122.0,65.0,79.0,80.71,14.4,1561.41
wheat,,clay,5.81,86.0,20.0,36.0,46.19,21.8,1561.87
potato,,loamy,6.88,39.0,62.0,129.0,53.77,17.33,1562.41
moong(green gram),5.5,,5.7,54.0,15.0,34.0,74.08,22.95,1562.48
urad,28.0,,5.7,54.0,15.0,34.0,74.08,22.95,1562.48
urad,36.0,,5.7,54.0,15.0,34.0,74.08,22.95,1562.48
masoor,45.0,,5.7,54.0,15.0,34.0,74.08,22.95,1562.48
arhar/tur,53.0,,5.7,54.0,15.0,34.0,74.08,22.95,1562.48
moong(green gram),82.77,,5.7,54.0,15.0,34.0,74.08,22.95,1562.48
