label,n,p,k,ph,temperature,rainfall,humidity,soil_texture
3.0,77.96,48.66,19.27,6.1,23.77,85.98,64.5,2.99
3.0,80.96,47.63,19.23,6.07,23.85,84.31,64.89,2.99
3.0,84.13,47.97,19.81,6.26,21.74,83.98,66.4,2.98
3.0,83.11,48.39,21.59,6.38,22.19,88.91,65.13,2.96
3.0,78.94,51.33,21.0,6.22,23.88,90.16,64.71,2.97
3.0,86.94,47.05,19.8,6.36,22.15,85.24,66.26,2.97
3.0,85.9,48.68,19.96,6.17,22.17,82.43,65.77,2.97
3.0,77.54,48.38,22.4,6.34,21.41,87.69,63.6,2.95
3.0,77.34,47.57,20.52,6.15,21.4,85.24,63.71,2.97
3.0,84.7,48.01,20.8,6.21,21.97,88.68,65.33,2.98
3.0,79.75,48.49,20.73,6.32,20.57,86.28,63.4,2.97
3.0,78.57,49.57,19.35,6.32,22.21,84.96,65.74,2.99
3.0,80.73,46.8,21.97,6.34,22.64,92.83,64.89,2.97
3.0,80.32,49.31,19.8,6.22,23.09,83.03,65.72,2.98
3.0,80.7,47.73,19.76,6.1,22.04,84.92,64.36,2.98
3.0,81.98,50.37,20.1,6.44,21.03,83.46,65.3,2.95
3.0,78.83,45.74,20.2,6.19,21.97,85.22,64.18,2.96
3.0,81.44,49.37,20.77,6.29,23.58,89.46,64.92,2.96
3.0,82.38,48.29,19.15,6.27,23.74,86.75,66.15,2.99
3.0,81.96,47.7,20.84,6.24,22.98,88.85,65.74,2.98
3.0,80.99,49.92,21.03,6.25,22.56,90.98,64.6,2.97
3.0,79.43,49.15,20.17,6.46,21.84,87.33,65.44,2.96
3.0,84.71,50.08,19.65,6.17,23.78,83.43,66.22,2.98
3.0,78.84,46.95,19.13,6.16,23.09,85.74,64.47,2.97
3.0,78.42,47.11,19.19,6.29,21.19,86.03,63.51,2.98
3.0,78.7,45.26,18.33,6.18,22.41,80.07,65.85,2.99
3.0,81.79,49.04,20.87,6.26,21.58,87.42,63.98,2.96
3.0,79.08,48.47,21.32,6.21,22.12,87.18,63.93,2.97
3.0,86.01,46.88,19.88,6.17,21.99,83.06,67.14,2.99
3.0,81.97,47.0,20.36,6.48,20.33,90.02,65.5,2.97
3.0,84.79,46.62,19.37,6.24,22.57,84.04,66.0,2.97
3.0,82.25,47.62,20.62,6.35,22.62,88.11,64.98,2.95
3.0,78.07,49.96,21.06,6.2,22.26,89.23,63.5,2.96
3.0,75.99,50.31,22.89,6.24,22.43,91.92,63.02,2.96
3.0,77.82,50.08,20.92,6.12,22.01,89.38,63.8,2.98
3.0,74.05,48.76,19.99,6.14,23.96,86.55,64.09,2.93
3.0,81.63,47.39,20.25,6.12,21.2,86.26,64.9,2.99
3.0,76.74,49.39,19.98,6.19,24.03,88.56,64.92,2.97
3.0,78.96,50.56,21.2,6.21,22.31,92.38,63.67,2.98
3.0,79.15,48.78,20.9,6.33,21.41,86.06,64.62,2.98
3.0,84.06,47.1,19.21,6.21,23.72,82.82,66.67,2.99
3.0,80.46,49.71,21.01,6.41,22.22,88.4,64.83,2.96
3.0,77.99,47.73,19.74,6.11,24.07,91.68,64.4,2.96
3.0,79.42,48.81,20.16,6.22,23.41,85.47,65.22,2.98
3.0,81.92,49.29,21.78,6.34,21.47,88.02,64.5,2.96
3.0,81.74,51.42,18.79,6.37,21.41,83.11,65.67,2.95
3.0,80.97,46.06,21.02,6.33,21.52,84.37,64.95,2.96
3.0,80.44,46.46,20.93,6.3,23.16,90.06,64.22,2.97
3.0,81.31,47.17,21.12,6.41,22.31,89.03,65.19,2.96
3.0,79.98,50.55,19.38,6.49,21.4,86.28,65.73,2.98
3.0,86.0,50.59,19.42,6.33,23.07,84.85,66.02,2.98
3.0,80.63,48.48,20.7,6.35,21.5,87.08,65.04,2.97
3.0,76.32,48.8,18.88,6.06,22.34,81.71,65.56,2.97
3.0,78.08,46.3,20.01,6.32,22.65,83.6,64.75,2.97
3.0,77.9,44.1,19.3,6.16,22.61,84.36,62.92,2.98
3.0,83.75,52.62,18.86,6.23,23.04,82.89,66.75,2.98
3.0,82.3,48.31,19.21,6.19,22.78,80.14,64.71,2.98
3.0,78.87,49.97,21.77,6.34,21.44,91.69,62.7,2.94
3.0,78.09,49.38,21.76,6.14,22.87,90.19,63.98,2.97
3.0,77.15,49.72,20.33,6.24,21.08,85.1,64.69,2.94
3.0,86.21,48.49,19.78,6.1,23.48,87.02,66.21,2.99
3.0,80.69,48.52,20.78,6.2,22.95,86.69,65.27,2.98
3.0,83.97,49.38,19.72,6.26,22.85,88.23,64.58,2.96
3.0,79.8,50.79,19.31,6.2,22.86,89.52,65.16,2.96
3.0,87.73,47.05,20.3,6.37,21.87,84.0,67.48,2.98
3.0,80.82,45.08,19.22,6.37,22.45,85.11,66.6,2.98
3.0,77.32,48.25,19.97,6.01,23.91,81.77,63.48,2.98
3.0,76.92,51.99,21.25,6.33,22.93,91.03,64.17,2.96
3.0,83.17,50.84,20.03,6.36,22.73,87.69,66.05,2.98
3.0,80.48,46.7,20.8,6.37,23.11,90.74,65.24,2.97
3.0,75.83,49.34,21.48,6.11,23.82,89.54,63.49,2.98
3.0,82.81,50.52,20.59,6.34,23.27,90.78,65.85,2.98
3.0,77.87,45.9,19.36,6.41,23.75,89.99,65.77,2.98
3.0,81.1,49.85,20.92,6.15,22.4,89.89,64.11,2.97
3.0,78.55,47.12,21.78,6.19,21.86,86.78,63.74,2.97
3.0,80.14,48.88,21.78,6.26,22.67,91.67,64.58,2.97
3.0,78.8,47.87,19.04,6.09,22.55,79.04,64.98,2.97
3.0,80.25,49.74,21.56,6.23,21.86,87.55,64.19,2.97
3.0,80.17,49.98,21.25,6.32,23.03,90.74,64.87,2.97
3.0,78.29,51.31,18.82,6.15,23.15,86.63,64.58,2.97
3.0,77.66,49.63,17.69,6.15,23.39,86.55,66.66,2.99
3.0,76.62,49.17,19.6,6.13,22.43,86.39,64.9,2.98
3.0,79.66,50.39,20.82,6.19,22.78,88.62,64.98,2.98
3.0,83.14,50.72,20.82,6.31,23.53,90.44,65.9,2.98
3.0,79.86,48.28,20.44,6.26,23.39,85.71,65.04,2.98
3.0,81.72,50.08,19.25,6.3,23.36,88.77,64.89,2.96
3.0,79.03,48.02,21.04,6.32,23.16,91.69,64.97,2.98
3.0,80.86,50.58,19.01,6.24,23.59,85.51,64.81,2.97
3.0,79.37,51.11,21.05,6.19,21.83,83.58,65.29,2.97
3.0,81.24,47.94,19.52,6.19,23.28,84.83,65.31,2.98
3.0,78.95,50.59,20.47,6.11,22.61,89.42,63.52,2.98
3.0,79.82,46.42,20.63,6.35,22.88,89.36,65.25,2.97
3.0,80.62,45.59,19.53,6.16,21.21,79.1,65.84,2.99
3.0,78.93,48.59,18.82,6.26,23.65,82.01,65.84,2.98
3.0,79.31,51.32,20.87,6.24,22.99,86.09,64.25,2.96
3.0,77.04,49.42,21.18,6.11,22.48,86.09,64.18,2.97
3.0,77.83,47.51,21.0,6.29,23.85,91.99,64.55,2.97
3.0,86.13,48.99,20.5,6.43,22.23,87.01,66.52,2.97
3.0,85.13,48.12,20.29,6.26,23.2,86.36,66.28,2.98
3.0,82.23,44.99,21.18,6.21,23.15,88.91,64.5,2.98
3.0,81.27,51.83,22.1,6.28,21.57,89.31,64.36,2.96
3.0,80.97,49.04,20.51,6.19,21.45,87.04,64.24,2.98
3.0,82.12,50.57,20.16,6.48,23.2,89.54,65.8,2.98
3.0,81.67,49.74,20.31,6.19,23.39,90.71,65.72,2.98
3.0,80.41,48.11,18.62,6.45,22.6,82.12,67.28,2.98
3.0,78.48,49.62,20.88,6.24,22.21,91.03,63.75,2.98
3.0,81.04,51.92,20.19,6.31,21.79,90.42,64.79,2.98
3.0,82.04,48.13,21.28,6.25,23.37,92.62,65.3,2.97
3.0,78.52,49.66,19.9,6.13,23.58,84.99,63.25,2.97
3.0,82.81,49.3,20.37,6.29,23.61,92.33,65.39,2.97
3.0,82.2,52.07,19.73,6.35,22.05,87.38,65.71,2.98
3.0,82.67,48.07,20.06,6.14,23.52,86.88,65.95,2.99
3.0,78.92,49.64,20.97,6.33,21.06,89.9,64.32,2.97
3.0,78.19,47.83,21.51,6.25,22.1,90.16,64.05,2.96
3.0,74.42,48.84,17.88,6.21,21.86,80.44,62.25,2.98
3.0,76.63,50.92,21.42,6.27,19.81,84.32,63.33,2.96
3.0,78.88,47.54,20.75,6.21,22.54,85.13,64.6,2.97
3.0,79.44,50.37,20.55,6.13,23.52,86.33,64.64,2.97
3.0,78.01,46.1,21.59,6.19,22.8,91.38,63.92,2.97
3.0,77.79,47.0,20.7,6.33,21.37,84.06,65.59,2.96
3.0,79.02,49.7,20.44,6.21,22.75,87.35,64.87,2.97
3.0,82.55,51.21,20.18,6.14,21.56,84.59,64.97,2.96
3.0,72.21,50.38,21.67,6.22,22.92,88.87,63.0,2.98
3.0,78.89,48.29,20.21,6.25,23.1,87.11,64.88,2.98
3.0,78.46,46.18,20.47,6.09,23.16,87.88,64.99,2.98
3.0,77.66,50.82,21.99,6.26,22.09,91.41,62.73,2.94
3.0,79.66,52.98,19.09,6.29,22.68,87.0,64.44,2.99
3.0,78.51,48.06,17.88,6.22,22.46,81.26,67.51,2.99
3.0,76.86,51.5,21.74,6.3,21.3,86.05,63.66,2.97
3.0,81.3,50.83,21.83,6.43,22.71,92.51,64.69,2.96
3.0,80.87,50.25,20.01,6.25,23.7,90.01,64.38,2.97
3.0,81.6,47.73,22.13,6.36,21.63,91.87,64.2,2.96
3.0,79.19,47.39,20.54,6.16,21.31,82.94,64.81,2.97
3.0,77.12,46.61,21.21,6.21,22.08,88.69,64.28,2.96
3.0,80.35,47.78,21.25,6.14,22.04,86.1,64.18,2.98
3.0,79.72,49.67,20.28,6.25,22.53,83.55,65.22,2.97
3.0,80.76,49.35,20.27,6.23,23.24,88.86,64.48,2.98
3.0,83.06,46.99,19.53,6.36,22.84,88.37,65.68,2.98
3.0,81.97,49.63,20.55,6.42,21.15,87.32,65.95,2.98
3.0,77.93,50.36,21.79,6.25,23.44,91.98,63.52,2.97
3.0,79.5,48.57,20.19,6.32,24.32,86.47,65.02,2.99
3.0,81.73,49.33,21.28,6.41,23.16,92.16,65.0,2.96
3.0,85.51,49.49,19.46,6.21,23.79,85.44,66.73,2.98
3.0,74.39,49.85,19.44,6.23,22.83,88.41,63.57,2.96
3.0,78.28,47.81,21.42,6.4,22.69,93.23,64.02,2.98
3.0,81.56,50.9,21.84,6.39,22.19,90.76,64.86,2.97
3.0,81.37,50.46,21.85,6.21,21.5,91.96,64.49,2.96
3.0,79.58,44.73,20.71,5.99,23.21,85.95,64.47,2.98
3.0,81.8,45.63,19.88,6.23,24.15,85.25,65.18,2.98
3.0,78.99,48.35,19.76,6.27,23.3,82.67,64.99,2.97
3.0,76.18,50.52,21.32,6.15,24.22,87.02,63.6,2.97
3.0,77.41,51.65,20.36,6.28,22.12,84.04,64.75,2.97
3.0,82.79,48.93,20.97,6.46,22.41,89.93,65.82,2.97
3.0,81.38,47.58,19.79,6.17,24.3,84.63,65.45,2.97
3.0,74.66,49.08,18.36,6.13,23.42,86.04,64.13,2.97
3.0,81.35,49.01,19.71,6.22,22.46,84.78,65.96,2.96
3.0,82.37,49.91,20.69,6.44,22.03,90.53,65.2,2.96
3.0,80.53,49.82,19.18,6.23,22.85,85.27,64.91,2.98
3.0,81.11,48.62,20.35,6.22,23.6,87.05,65.8,2.98
3.0,80.35,49.03,18.21,6.28,22.39,80.0,66.26,2.98
3.0,80.82,48.34,19.07,6.26,23.07,83.98,65.61,2.98
3.0,82.61,52.78,19.72,6.34,22.06,87.39,65.78,2.97
3.0,79.9,52.87,20.82,6.15,23.06,89.36,64.23,2.96
3.0,77.34,54.84,19.84,6.11,24.72,84.5,64.32,2.97
3.0,81.18,48.65,18.74,6.13,23.24,84.65,66.42,2.97
3.0,78.39,47.28,19.63,5.92,23.25,86.35,63.85,2.98
3.0,80.95,50.13,20.86,6.25,23.29,91.12,65.35,2.97
3.0,71.76,52.28,20.41,6.23,23.06,86.67,63.61,2.96
3.0,81.3,49.38,20.36,6.22,23.53,90.51,65.33,2.98
3.0,83.23,49.2,20.06,6.12,23.84,87.13,66.23,2.98
3.0,75.86,48.43,20.88,6.18,24.0,90.84,63.73,2.97
3.0,80.03,52.01,20.02,6.2,22.88,84.3,63.31,2.97
3.0,80.27,48.46,22.64,6.2,21.41,89.88,63.8,2.96
3.0,77.89,50.0,17.85,6.14,22.68,78.14,64.01,2.97
3.0,81.03,52.97,20.06,6.29,22.14,82.98,65.59,2.97
3.0,73.81,48.54,19.85,6.11,23.77,82.19,63.74,2.98
3.0,79.77,47.81,19.52,6.36,23.38,87.07,66.36,2.98
3.0,79.06,51.16,21.94,6.5,21.82,89.37,63.78,2.94
3.0,83.59,49.45,19.49,6.27,22.2,85.65,65.88,2.99
3.0,81.71,48.78,18.62,6.25,22.24,83.98,66.44,2.99
3.0,80.14,50.27,21.6,6.36,23.14,94.29,63.92,2.95
3.0,87.75,48.16,20.8,6.5,19.39,86.01,66.73,2.98
3.0,76.6,51.52,20.3,6.28,24.36,93.45,63.42,2.96
3.0,83.79,53.36,19.82,6.38,22.0,84.94,65.08,2.95
3.0,80.05,50.93,18.3,6.17,22.83,84.36,66.37,2.96
3.0,77.3,49.25,17.39,6.19,24.27,85.6,65.5,2.96
3.0,75.89,51.96,21.14,6.2,23.59,87.29,63.18,2.93
3.0,82.95,47.3,19.14,6.13,24.93,87.08,66.57,2.99
3.0,80.21,48.87,20.17,6.37,23.26,84.9,65.68,2.97
3.0,79.86,45.31,21.1,6.19,21.78,86.08,64.88,2.96
3.0,85.01,49.63,20.35,6.28,22.23,84.55,66.86,2.98
3.0,82.54,49.42,19.61,6.12,22.28,84.02,66.23,2.98
3.0,82.6,51.26,19.47,6.22,22.81,87.16,64.12,2.98
3.0,78.27,49.42,19.87,6.44,22.8,86.72,65.48,2.97
3.0,77.88,49.36,19.74,6.18,23.74,88.78,63.99,2.96
3.0,84.28,48.61,20.59,6.39,21.7,84.87,66.01,2.98
3.0,79.26,49.41,19.31,6.19,22.03,80.84,65.86,2.98
3.0,81.49,51.35,19.29,6.26,22.53,86.64,65.84,2.98
3.0,73.29,51.27,21.15,6.09,22.9,87.14,63.5,2.98
3.0,79.87,50.48,19.82,6.11,24.1,88.95,65.17,2.98
3.0,81.78,50.0,20.92,6.2,22.02,88.26,65.33,2.98
3.0,73.1,50.04,21.66,6.34,21.78,86.6,62.93,2.97
3.0,79.96,54.49,20.07,6.33,22.63,83.55,65.07,2.96
3.0,78.76,51.35,20.83,6.26,22.73,88.33,65.03,2.98
3.0,75.09,49.02,20.1,6.17,23.29,88.18,64.36,2.98
3.0,83.38,46.37,19.91,6.29,23.26,89.05,66.21,2.98
3.0,79.71,51.38,18.52,6.19,22.71,85.49,66.05,2.99
3.0,80.34,49.99,19.18,6.29,21.84,86.73,65.44,2.96
3.0,76.34,51.21,19.8,6.19,23.06,84.9,66.02,2.98
3.0,81.47,46.2,19.82,6.26,23.41,86.57,66.12,2.98
3.0,77.61,48.52,20.69,6.24,23.51,85.55,64.36,2.95
3.0,81.63,49.42,21.23,6.05,21.49,88.5,64.13,2.97
3.0,77.22,49.28,17.88,6.1,23.93,83.84,63.36,2.97
3.0,82.67,51.26,18.62,6.5,21.8,84.01,66.2,2.99
3.0,78.02,47.58,20.72,6.23,23.94,89.34,64.94,2.97
3.0,85.9,51.53,18.7,6.12,22.52,80.98,66.7,2.98
3.0,77.92,48.93,20.74,6.15,23.46,88.85,63.92,2.97
3.0,79.29,46.38,20.49,6.14,23.26,85.07,64.05,2.98
3.0,81.32,48.74,20.13,6.24,19.73,85.44,63.21,2.96
3.0,80.79,49.81,20.48,6.34,23.2,89.4,64.64,2.97
3.0,77.31,49.42,20.06,6.26,23.01,84.92,64.3,2.95
3.0,78.48,47.75,21.65,6.17,22.11,86.28,62.66,2.96
3.0,76.08,48.19,18.4,6.12,22.96,84.74,64.83,2.97
3.0,83.54,47.32,20.64,6.36,22.47,86.37,65.89,2.98
3.0,78.12,52.24,20.55,6.25,22.27,85.86,64.0,2.96
3.0,84.39,46.87,19.2,6.12,22.68,84.15,64.63,2.98
3.0,79.85,50.97,20.67,6.2,22.36,92.16,63.07,2.96
3.0,80.77,47.64,20.05,6.09,24.15,87.94,65.7,2.98
3.0,78.58,48.4,21.63,6.12,24.52,92.43,64.54,2.97
3.0,80.3,47.98,21.51,6.29,23.3,90.06,64.65,2.95
3.0,78.21,47.63,21.05,6.16,21.45,84.24,64.77,2.97
3.0,84.05,49.17,20.88,6.32,22.46,88.84,66.09,2.98
3.0,85.46,49.71,20.29,6.29,21.9,83.64,65.76,2.98
3.0,84.33,52.04,19.5,6.37,21.45,87.31,65.42,2.98
3.0,80.16,48.02,20.45,6.38,21.91,86.72,64.77,2.97
3.0,78.42,48.97,20.38,6.08,22.88,83.88,64.76,2.99
3.0,85.39,48.49,20.11,6.38,22.91,88.92,65.6,2.97
3.0,80.36,49.73,20.95,6.29,21.56,83.65,64.18,2.97
3.0,83.29,49.19,19.98,6.14,21.54,85.77,65.08,2.97
3.0,82.08,44.76,20.93,6.33,21.07,85.81,65.3,2.98
3.0,79.09,49.12,19.55,6.28,22.48,88.75,65.32,2.97
3.0,83.7,49.32,19.85,6.31,22.01,84.64,65.92,2.98
3.0,78.04,49.15,21.33,6.21,23.72,87.27,63.66,2.96
3.0,79.54,51.23,20.6,6.32,23.93,87.24,64.69,2.97
3.0,78.27,49.11,19.56,6.17,23.32,83.89,64.63,2.97
3.0,82.11,47.84,21.35,6.2,22.04,85.51,63.28,2.96
3.0,76.95,49.86,20.56,6.3,22.63,87.57,64.2,2.93
3.0,81.52,49.05,20.77,6.16,23.1,88.98,64.31,2.97
3.0,83.67,49.16,19.78,6.39,21.78,82.6,66.51,2.97
3.0,80.43,46.96,20.16,6.26,22.5,85.88,65.48,2.98
3.0,79.14,47.69,22.2,6.18,22.95,90.46,63.89,2.95
3.0,82.22,48.74,19.54,6.4,22.24,86.52,64.53,2.98
3.0,85.54,49.33,20.08,6.43,23.38,87.85,66.97,2.98
3.0,84.47,47.13,19.49,6.16,23.11,86.63,65.56,2.99
3.0,75.64,47.93,22.33,6.12,22.11,89.85,62.64,2.96
3.0,81.45,49.13,21.23,6.17,22.91,90.95,65.29,2.98
3.0,84.7,48.07,19.82,6.26,22.35,84.4,66.59,2.98
3.0,76.48,50.29,20.76,6.22,22.34,84.56,63.88,2.98
3.0,80.1,47.19,20.83,6.14,21.54,85.95,65.01,2.98
3.0,81.77,52.26,20.2,6.52,20.99,87.79,65.43,2.97
3.0,78.88,45.81,19.08,6.13,23.46,81.92,64.35,2.98
3.0,78.25,46.31,21.28,6.0,22.9,85.57,63.97,2.96
3.0,84.3,51.2,19.71,6.2,22.52,83.21,66.1,2.98
3.0,79.35,48.98,18.45,6.31,22.74,79.69,65.43,2.98
3.0,77.43,48.33,20.27,6.24,23.69,86.76,64.7,2.98
3.0,88.59,51.54,19.71,6.36,21.15,87.54,66.57,2.98
3.0,74.8,50.37,19.84,6.31,22.4,85.99,64.53,2.97
3.0,80.09,50.09,19.78,6.2,21.16,83.28,65.74,2.98
3.0,83.2,49.89,19.99,6.29,23.34,85.56,66.45,2.98
3.0,88.21,46.67,19.14,6.37,21.5,82.81,67.17,2.98
3.0,84.34,47.91,20.65,6.36,22.15,86.57,65.94,2.98
3.0,79.59,49.43,19.27,6.22,23.26,87.06,65.74,2.98
3.0,83.93,49.89,19.69,6.24,23.07,84.01,66.14,2.99
3.0,72.02,47.76,19.16,6.09,22.25,84.26,64.46,2.94
3.0,77.17,48.03,18.33,6.3,22.08,81.74,66.17,2.99
3.0,80.42,48.94,21.52,6.37,22.47,91.12,64.76,2.97
3.0,80.84,46.9,20.8,6.33,21.84,88.54,64.74,2.98
3.0,74.85,50.21,21.83,6.35,22.6,90.14,63.22,2.95
3.0,83.12,48.0,20.66,6.27,22.15,84.97,65.45,2.98
3.0,81.84,46.32,19.39,6.32,22.23,86.42,65.3,2.99
3.0,79.18,49.16,21.14,6.2,21.79,87.18,64.74,2.97
3.0,82.66,51.24,19.76,6.29,22.87,85.82,65.83,2.99
3.0,85.88,46.87,19.46,6.45,21.76,82.97,66.85,2.98
3.0,80.65,49.26,19.37,6.31,21.64,84.02,64.39,2.97
3.0,80.18,50.89,20.73,6.29,22.4,88.9,65.04,2.97
3.0,77.77,50.02,19.7,6.36,22.43,88.67,64.17,2.98
3.0,80.04,48.08,20.14,6.34,24.83,90.72,65.93,2.98
3.0,83.09,44.93,20.46,6.17,23.12,84.92,65.95,2.99
3.0,78.98,50.36,19.16,6.25,22.77,85.16,63.99,2.98
3.0,78.77,47.73,20.23,6.23,22.67,85.24,64.36,2.95
3.0,77.14,47.56,18.18,6.22,22.57,79.42,64.15,2.98
3.0,82.62,50.69,20.04,6.29,22.62,88.23,65.35,2.98
3.0,83.13,49.13,20.34,6.41,21.13,85.89,65.03,2.98
3.0,83.06,50.75,20.65,6.41,22.01,84.47,65.61,2.97
3.0,80.45,48.21,19.65,6.19,23.54,88.84,65.26,2.99
3.0,80.17,48.14,20.11,6.13,22.59,88.27,64.49,2.97
3.0,77.52,49.52,18.91,6.13,22.45,79.12,63.1,2.98
3.0,84.12,46.43,19.66,6.53,21.86,87.28,66.25,2.98
3.0,83.64,47.92,19.76,6.17,23.58,90.1,65.81,2.97
3.0,81.64,50.1,20.69,6.16,23.51,89.06,65.04,2.98
3.0,82.33,50.76,20.24,6.3,23.54,90.25,64.78,2.97
3.0,80.41,50.16,19.33,6.38,23.38,87.94,66.14,2.98
3.0,79.08,49.92,20.45,6.19,22.71,82.09,64.97,2.97
3.0,82.26,47.69,20.17,6.33,22.9,89.62,66.39,2.99
3.0,82.72,48.69,20.36,6.3,22.61,87.4,65.36,2.98
3.0,80.16,48.55,20.38,6.31,21.55,87.46,65.08,2.96
3.0,79.48,46.35,20.59,6.15,22.5,86.68,64.22,2.99
3.0,80.03,48.63,20.69,6.32,23.16,88.59,64.83,2.98
3.0,82.34,49.78,18.02,6.23,23.84,87.02,65.93,2.97
3.0,81.26,47.85,20.1,6.24,22.39,86.93,64.95,2.99
3.0,84.44,46.05,20.14,6.41,22.53,87.45,65.88,2.98
3.0,84.71,51.22,19.75,6.23,23.92,89.61,65.82,2.99
4.0,21.87,17.58,10.51,7.07,22.59,110.54,92.59,1.02
4.0,17.15,14.51,8.42,7.2,22.83,108.71,93.89,1.0
4.0,20.32,13.54,11.16,7.17,22.56,110.56,91.52,1.02
4.0,20.75,16.93,11.78,6.94,22.66,110.94,90.57,1.03
4.0,18.01,14.47,9.11,7.13,21.69,109.14,93.35,1.01
4.0,17.96,19.0,10.89,7.22,21.32,111.82,92.32,1.05
4.0,17.07,15.01,9.52,7.2,21.5,110.38,93.31,1.02
4.0,16.59,13.29,10.26,6.96,22.82,111.04,92.33,0.99
4.0,19.81,17.84,10.63,7.34,22.99,111.42,92.91,1.04
4.0,13.65,13.0,8.83,7.34,22.71,108.7,93.3,1.03
4.0,16.93,12.84,9.92,7.23,21.82,108.82,93.18,1.01
4.0,13.89,15.97,10.8,7.19,21.57,113.51,91.56,1.04
4.0,17.0,20.1,10.57,7.23,22.86,111.27,92.35,1.04
4.0,20.85,15.79,11.72,7.28,22.12,111.65,92.71,1.01
4.0,15.66,14.73,9.4,7.21,23.18,108.94,93.29,1.01
4.0,15.99,13.95,8.9,7.18,21.45,108.24,93.19,1.0
4.0,17.13,16.13,10.31,7.06,23.85,111.19,92.8,1.02
4.0,16.35,14.88,9.26,7.17,23.11,109.9,93.58,1.02
4.0,15.53,12.71,8.34,6.98,21.47,107.99,93.97,1.01
4.0,20.27,15.97,10.74,6.92,22.44,112.08,92.16,1.05
4.0,19.64,17.87,9.32,7.17,22.48,108.54,93.2,1.0
4.0,19.87,17.63,11.91,7.01,22.36,113.09,91.83,1.02
4.0,15.72,15.65,9.41,7.18,21.97,110.34,93.53,1.03
4.0,14.94,16.49,10.24,7.22,22.02,110.51,92.31,1.02
4.0,22.76,14.63,11.04,7.34,23.29,110.82,92.59,1.01
4.0,20.69,15.1,10.1,7.27,22.94,108.6,93.09,1.01
4.0,18.28,14.77,9.05,7.22,22.98,108.36,93.76,1.02
4.0,17.32,17.92,12.76,6.94,24.03,115.32,90.54,1.03
4.0,21.98,15.32,10.51,7.08,22.33,108.16,93.32,1.0
4.0,13.93,14.81,8.78,7.09,23.34,111.42,93.42,1.01
4.0,15.05,17.08,8.9,7.15,22.67,109.49,93.43,1.01
4.0,13.79,14.2,7.98,7.02,21.92,109.01,94.03,1.03
4.0,13.65,16.97,8.78,7.18,21.75,110.1,93.87,1.03
4.0,15.46,11.61,8.85,7.38,21.71,107.21,94.08,1.0
4.0,20.67,14.25,10.42,6.94,21.71,110.11,92.86,1.03
4.0,18.66,13.4,9.03,7.08,23.18,109.65,93.81,1.03
4.0,13.86,19.96,9.67,7.12,22.34,110.85,92.88,1.01
4.0,17.35,15.73,9.29,7.15,21.7,110.0,93.62,1.03
4.0,16.53,14.82,8.94,7.08,21.9,107.88,93.21,1.0
4.0,22.92,16.97,10.88,7.26,21.72,109.51,92.51,1.03
4.0,19.05,15.89,12.45,7.09,22.87,111.52,91.97,1.03
4.0,17.76,12.87,9.32,7.24,21.76,108.64,93.25,0.99
4.0,17.35,13.43,8.16,7.27,22.59,105.54,93.47,0.97
4.0,20.13,17.09,11.36,7.1,23.8,110.55,91.28,0.99
4.0,18.76,18.64,10.77,7.19,22.04,111.26,92.59,1.04
4.0,15.34,15.2,8.33,7.4,22.26,107.75,94.1,1.0
4.0,17.81,19.22,10.83,7.26,21.2,112.24,91.76,1.02
4.0,25.28,15.83,9.97,7.31,23.11,107.59,93.31,1.0
4.0,17.37,16.54,9.31,7.18,22.37,109.34,92.86,1.0
4.0,19.22,15.14,11.24,7.14,21.56,110.19,91.55,1.02
4.0,21.16,15.58,11.29,7.18,21.72,112.17,91.46,1.02
4.0,16.82,15.93,10.32,6.95,22.94,110.05,91.8,1.05
4.0,14.64,13.06,8.81,7.06,22.69,109.32,93.22,1.01
4.0,25.09,15.91,12.1,7.26,22.82,112.28,90.97,1.02
4.0,13.09,14.72,8.26,7.07,20.52,110.36,93.95,1.04
4.0,18.69,20.82,11.0,7.13,21.01,112.03,92.25,1.02
4.0,14.4,11.95,8.46,7.42,22.28,107.33,94.04,0.98
4.0,17.32,16.21,10.9,7.3,24.08,113.33,92.87,1.04
4.0,11.97,15.13,8.83,7.22,23.36,111.11,93.59,1.01
4.0,20.2,15.09,10.79,7.22,21.95,109.66,91.56,0.99
4.0,21.44,14.95,11.54,7.08,22.92,111.75,91.76,1.02
4.0,18.9,15.68,10.56,7.26,20.77,111.29,92.45,1.06
4.0,18.15,15.62,11.12,7.15,22.5,111.5,92.52,1.0
4.0,18.94,14.92,9.06,7.45,22.97,107.9,93.46,0.99
4.0,16.17,13.09,8.07,7.11,22.76,107.12,94.13,1.01
4.0,14.42,15.17,8.88,7.03,22.0,108.87,93.29,1.01
4.0,20.82,15.8,10.74,7.09,23.1,111.67,92.78,1.04
4.0,18.9,15.54,9.22,7.24,21.77,108.39,93.5,1.0
4.0,18.48,16.32,11.98,7.0,22.84,111.0,90.29,1.04
4.0,23.52,12.65,10.69,7.1,21.22,108.96,92.61,1.0
4.0,23.49,15.04,11.27,7.22,21.32,108.7,92.44,1.0
4.0,16.54,14.27,9.04,7.32,21.1,107.87,93.28,0.99
4.0,17.56,16.12,11.63,7.05,22.49,113.52,91.81,1.03
4.0,14.46,15.84,9.48,7.15,22.29,111.69,93.44,1.04
4.0,27.03,17.17,10.4,7.17,21.65,108.19,92.99,1.03
4.0,21.27,14.09,11.04,7.05,22.58,110.54,93.11,1.02
