label,n,p,k,ph,temperature,rainfall,humidity,soil_texture
0.0,22.0,79.0,17.0,5.91,21.42,116.52,20.4,0.0
0.0,22.0,70.0,19.0,5.52,18.24,69.45,21.08,0.0
0.0,31.0,55.0,22.0,5.87,22.91,109.23,21.34,0.0
0.0,11.0,61.0,21.0,5.53,18.62,135.34,23.02,0.0
0.0,20.0,73.0,22.0,5.98,16.04,130.39,22.33,0.0
0.0,12.0,78.0,23.0,6.0,16.07,88.07,18.72,0.0
0.0,37.0,72.0,18.0,5.72,18.88,105.41,24.54,0.0
0.0,9.0,69.0,20.0,5.59,19.31,129.34,23.96,0.0
0.0,5.0,74.0,21.0,5.59,16.24,66.97,21.36,0.0
0.0,12.0,63.0,17.0,5.72,18.36,138.41,19.38,0.0
0.0,32.0,57.0,18.0,5.7,15.54,107.39,23.76,0.0
0.0,14.0,59.0,15.0,5.78,21.35,146.45,22.91,0.0
0.0,20.0,73.0,22.0,5.98,16.04,130.39,22.33,0.0
0.0,27.0,80.0,15.0,5.79,19.07,86.22,21.21,0.0
0.0,22.0,70.0,19.0,5.52,18.24,69.45,21.08,0.0
0.0,5.0,65.0,16.0,5.87,21.33,109.1,18.49,0.0
0.0,1.0,62.0,23.0,5.61,15.44,139.03,18.37,0.0
0.0,13.0,60.0,25.0,5.69,17.14,128.26,20.61,0.0
0.0,6.0,62.0,22.0,5.82,20.53,120.45,18.09,0.0
0.0,0.0,55.0,22.0,5.92,22.99,143.86,20.58,0.0
0.0,16.0,75.0,21.0,5.68,18.51,87.05,23.62,0.0
0.0,0.0,55.0,22.0,5.92,22.99,143.86,20.58,0.0
0.0,0.0,65.0,15.0,5.65,23.46,95.84,23.22,0.0
0.0,22.0,70.0,19.0,5.52,18.24,69.45,21.08,0.0
0.0,17.0,77.0,23.0,5.67,24.51,64.19,20.82,0.0
0.0,3.0,77.0,25.0,5.61,24.85,62.21,22.89,0.0
0.0,34.0,59.0,18.0,5.74,23.38,87.67,21.99,0.0
0.0,17.0,77.0,23.0,5.67,24.51,64.19,20.82,0.0
0.0,27.0,56.0,22.0,5.83,19.92,108.64,20.7,0.0
0.0,0.0,55.0,22.0,5.92,22.99,143.86,20.58,0.0
0.0,0.0,55.0,22.0,5.92,22.99,143.86,20.58,0.0
0.0,27.0,64.0,15.0,5.51,20.16,138.24,24.84,0.0
0.0,28.0,66.0,23.0,6.0,21.54,120.69,24.25,0.0
0.0,7.0,79.0,23.0,5.82,19.64,96.66,19.69,0.0
0.0,4.0,67.0,25.0,5.95,23.79,119.64,24.36,0.0
0.0,14.0,59.0,15.0,5.78,21.35,146.45,22.91,0.0
0.0,11.0,71.0,24.0,5.61,21.14,141.61,22.72,0.0
0.0,40.0,64.0,16.0,5.93,16.43,140.37,24.24,0.0
0.0,27.0,64.0,15.0,5.51,20.16,138.24,24.84,0.0
0.0,27.0,64.0,15.0,5.51,20.16,138.24,24.84,0.0
0.0,9.0,69.0,20.0,5.59,19.31,129.34,23.96,0.0
0.0,6.0,62.0,22.0,5.82,20.53,120.45,18.09,0.0
0.0,27.0,59.0,22.0,5.79,21.81,130.06,23.21,0.0
0.0,26.0,80.0,18.0,5.58,19.33,104.78,23.33,0.0
0.0,5.0,65.0,16.0,5.87,21.33,109.1,18.49,0.0
0.0,24.0,80.0,22.0,5.64,16.71,96.77,19.18,0.0
0.0,25.0,70.0,16.0,5.76,19.63,106.36,18.91,0.0
0.0,11.0,61.0,21.0,5.53,18.62,135.34,23.02,0.0
0.0,27.0,72.0,23.0,5.96,19.93,64.03,21.8,0.0
0.0,17.0,64.0,17.0,5.66,21.02,124.61,24.94,0.0
0.0,27.0,72.0,23.0,5.96,19.93,64.03,21.8,0.0
0.0,14.0,67.0,22.0,5.62,23.83,84.64,24.75,0.0
0.0,18.0,74.0,15.0,5.71,24.9,146.47,22.28,0.0
0.0,5.0,65.0,16.0,5.87,21.33,109.1,18.49,0.0
0.0,34.0,60.0,23.0,5.66,20.13,100.05,24.97,0.0
0.0,27.0,59.0,22.0,5.79,21.81,130.06,23.21,0.0
0.0,27.0,69.0,22.0,5.93,17.92,69.15,24.91,0.0
0.0,22.0,80.0,20.0,5.67,23.01,100.12,18.87,0.0
0.0,25.0,63.0,20.0,5.5,15.79,95.17,21.15,0.0
0.0,32.0,79.0,15.0,5.71,23.91,81.6,20.75,0.0
0.0,3.0,77.0,25.0,5.61,24.85,62.21,22.89,0.0
0.0,9.0,69.0,20.0,5.59,19.31,129.34,23.96,0.0
0.0,27.0,80.0,15.0,5.79,19.07,86.22,21.21,0.0
0.0,26.0,65.0,22.0,5.95,17.85,143.1,18.78,0.0
0.0,37.0,66.63,15.82,5.66,23.22,63.43,18.84,0.0
0.0,25.0,70.0,16.0,5.76,19.63,106.36,18.91,0.0
0.0,9.0,69.0,20.0,5.59,19.31,129.34,23.96,0.0
0.0,35.0,69.0,23.0,5.58,16.79,75.45,24.97,0.0
0.0,11.0,72.0,20.0,5.95,19.52,113.33,24.93,0.0
0.0,27.0,80.0,15.0,5.79,19.07,86.22,21.21,0.0
0.0,9.0,77.0,17.0,5.78,20.12,106.16,24.45,0.0
0.0,31.0,75.0,18.0,5.82,15.47,88.89,21.44,0.0
0.0,13.0,60.0,25.0,5.69,17.14,128.26,20.61,0.0
0.0,6.0,77.0,25.0,5.79,20.61,69.64,24.36,0.0
0.0,34.0,60.0,22.0,5.64,17.66,100.67,18.15,0.0
0.0,29.0,68.0,23.0,5.83,24.16,116.73,19.28,0.0
0.0,31.0,55.0,22.0,5.87,22.91,109.23,21.34,0.0
0.0,34.0,60.0,22.0,5.64,17.66,100.67,18.15,0.0
0.0,17.0,59.0,17.0,5.69,18.42,132.98,23.43,0.0
0.0,11.0,61.0,21.0,5.53,18.62,135.34,23.02,0.0
0.0,31.0,79.0,25.0,5.9,23.19,63.38,22.31,0.0
0.0,34.0,60.0,23.0,5.66,20.13,100.05,24.97,0.0
0.0,27.0,69.0,22.0,5.93,17.92,69.15,24.91,0.0
0.0,26.0,80.0,18.0,5.58,19.33,104.78,23.33,0.0
0.0,0.0,65.0,15.0,5.65,23.46,95.84,23.22,0.0
0.0,32.0,57.0,18.0,5.7,15.54,107.39,23.76,0.0
0.0,24.0,80.0,22.0,5.64,16.71,96.77,19.18,0.0
0.0,40.0,64.0,16.0,5.93,16.43,140.37,24.24,0.0
0.0,5.0,59.0,15.0,5.97,18.87,134.18,20.18,0.0
0.0,31.0,55.0,22.0,5.87,22.91,109.23,21.34,0.0
0.0,35.0,69.0,23.0,5.58,16.79,75.45,24.97,0.0
0.0,12.0,61.0,19.0,5.66,19.33,68.51,24.14,0.0
0.0,12.0,78.0,23.0,6.0,16.07,88.07,18.72,0.0
0.0,40.0,73.0,20.0,5.81,21.59,61.14,20.32,0.0
0.0,27.0,56.0,20.0,5.54,19.26,94.95,20.51,0.0
0.0,40.0,64.0,16.0,5.93,16.43,140.37,24.24,0.0
0.0,24.0,80.0,22.0,5.64,16.71,96.77,19.18,0.0
0.0,32.0,57.0,18.0,5.7,15.54,107.39,23.76,0.0
0.0,5.0,65.0,16.0,5.87,21.33,109.1,18.49,0.0
0.0,32.0,79.0,15.0,5.71,23.91,81.6,20.75,0.0
0.0,25.0,70.0,16.0,5.76,19.63,106.36,18.91,0.0
0.0,27.0,72.0,23.0,5.96,19.93,64.03,21.8,0.0
0.0,11.0,71.0,24.0,5.61,21.14,141.61,22.72,0.0
0.0,19.0,65.0,25.0,5.63,18.1,144.79,18.29,0.0
0.0,25.0,70.0,16.0,5.76,19.63,106.36,18.91,0.0
0.0,34.0,60.0,22.0,5.64,17.66,100.67,18.15,0.0
0.0,11.0,71.0,24.0,5.61,21.14,141.61,22.72,0.0
0.0,3.0,77.0,25.0,5.61,24.85,62.21,22.89,0.0
0.0,30.0,63.0,16.0,5.53,23.61,100.6,21.91,0.0
0.0,27.1,61.17,23.1,5.84,18.88,143.46,18.51,0.0
0.0,35.0,69.0,23.0,5.58,16.79,75.45,24.97,0.0
0.0,20.0,69.0,15.0,5.93,23.44,107.41,22.77,0.0
0.0,22.0,60.0,24.0,5.63,18.78,104.26,20.25,0.0
1.0,58.0,71.0,15.0,6.92,27.83,74.01,67.59,3.0
1.0,48.0,62.0,15.0,7.54,25.37,65.82,66.64,3.0
1.0,41.0,78.0,21.0,6.58,25.2,70.89,60.37,3.0
1.0,27.0,62.0,24.0,7.35,28.63,62.27,66.77,3.0
1.0,51.95,57.89,16.11,7.15,30.5,71.34,61.31,3.0
1.0,56.56,66.78,24.34,7.59,32.04,65.01,67.09,3.0
1.0,29.0,76.0,15.0,7.03,28.54,69.69,64.2,3.0
1.0,56.0,79.0,15.0,7.45,29.48,71.89,63.2,3.0
1.0,58.0,71.0,15.0,6.92,27.83,74.01,67.59,3.0
1.0,55.0,77.0,22.0,7.76,31.43,64.78,62.99,3.0
1.0,28.0,68.0,19.0,7.7,34.64,72.43,61.39,3.0
1.0,49.0,68.0,22.0,7.13,28.57,63.5,61.53,3.0
1.0,59.0,58.0,17.0,7.37,28.55,62.83,66.31,3.0
1.0,20.0,60.0,25.0,6.73,27.33,61.19,69.09,3.0
1.0,36.0,66.0,15.0,6.67,30.09,67.14,69.35,3.0
1.0,52.0,70.0,16.0,7.53,33.67,67.33,66.6,3.0
1.0,55.0,67.0,16.0,6.6,34.37,70.27,69.69,3.0
1.0,53.0,74.0,15.0,7.52,29.43,72.18,64.94,3.0
1.0,21.0,63.0,22.0,6.86,25.1,74.62,67.73,3.0
1.0,29.0,67.0,21.0,6.62,29.79,63.02,63.39,3.0
1.0,29.0,63.0,17.0,7.26,30.03,66.47,67.89,3.0
1.0,23.0,57.0,19.0,7.25,32.84,73.4,68.0,3.0
1.0,37.0,62.0,17.0,7.12,25.69,74.62,69.84,3.0
1.0,36.0,66.0,15.0,6.67,30.09,67.14,69.35,3.0
1.0,56.0,76.0,16.0,7.51,28.27,63.3,61.19,3.0
1.0,56.0,75.0,15.0,7.15,30.2,66.37,60.07,3.0
1.0,25.0,62.0,21.0,7.04,26.73,67.15,68.14,3.0
1.0,35.0,72.0,21.0,7.74,34.04,66.86,64.29,3.0
1.0,30.0,64.0,20.0,6.57,33.86,68.02,61.57,3.0
1.0,44.0,75.0,22.0,7.57,30.03,71.21,64.15,3.0
1.0,56.0,79.0,15.0,7.45,29.48,71.89,63.2,3.0
1.0,50.0,64.0,25.0,6.73,28.84,70.25,63.37,3.0
1.0,41.0,78.0,21.0,6.58,25.2,70.89,60.37,3.0
1.0,34.0,66.0,19.0,7.59,32.97,73.45,60.18,3.0
1.0,27.96,61.44,17.0,7.14,28.16,65.41,65.69,3.0
1.0,56.0,76.0,16.0,7.51,28.27,63.3,61.19,3.0
1.0,23.0,57.0,19.0,7.25,32.84,73.4,68.0,3.0
1.0,29.0,76.0,15.0,7.03,28.54,69.69,64.2,3.0
1.0,21.0,78.0,19.0,6.92,27.16,69.85,66.76,3.0
1.0,25.0,65.0,21.0,6.88,33.86,69.24,68.59,3.0
1.0,50.25,57.49,21.73,7.37,27.89,70.04,62.93,3.0
1.0,33.0,80.0,22.0,6.59,28.57,70.09,65.72,3.0
1.0,44.0,75.0,22.0,7.57,30.03,71.21,64.15,3.0
1.0,59.0,55.0,19.0,7.33,31.74,68.97,62.51,3.0
1.0,27.0,62.0,24.0,7.35,28.63,62.27,66.77,3.0
1.0,28.0,68.0,19.0,7.7,34.64,72.43,61.39,3.0
1.0,28.0,68.0,19.0,7.7,34.64,72.43,61.39,3.0
1.0,56.0,79.0,15.0,7.45,29.48,71.89,63.2,3.0
1.0,28.0,68.0,19.0,7.7,34.64,72.43,61.39,3.0
1.0,42.0,79.0,23.0,6.78,27.72,68.57,63.29,3.0
1.0,34.0,66.0,19.0,7.59,32.97,73.45,60.18,3.0
1.0,42.0,58.0,25.0,6.51,27.46,69.46,62.9,3.0
1.0,44.0,58.0,18.0,6.81,28.04,72.5,65.07,3.0
1.0,29.0,67.0,21.0,6.62,29.79,63.02,63.39,3.0
1.0,41.0,74.0,18.0,6.6,28.76,73.38,61.03,3.0
1.0,42.0,79.0,23.0,6.78,27.72,68.57,63.29,3.0
1.0,44.0,76.0,22.0,7.78,27.26,68.92,68.01,3.0
1.0,56.0,79.0,15.0,7.45,29.48,71.89,63.2,3.0
1.0,44.0,76.0,22.0,7.78,27.26,68.92,68.01,3.0
1.0,52.0,58.0,16.0,7.17,30.64,71.37,61.15,3.0
1.0,59.0,58.0,17.0,7.37,28.55,62.83,66.31,3.0
1.0,25.75,67.25,16.76,7.16,29.18,67.74,66.99,3.0
1.0,23.0,57.0,19.0,7.25,32.84,73.4,68.0,3.0
1.0,52.0,70.0,16.0,7.53,33.67,67.33,66.6,3.0
1.0,55.0,77.0,22.0,7.76,31.43,64.78,62.99,3.0
1.0,41.0,74.0,18.0,6.6,28.76,73.38,61.03,3.0
1.0,49.0,72.0,15.0,7.14,31.56,74.87,67.84,3.0
1.0,23.0,57.0,19.0,7.25,32.84,73.4,68.0,3.0
1.0,35.0,72.0,21.0,7.74,34.04,66.86,64.29,3.0
1.0,58.0,61.0,15.0,7.4,30.95,62.79,64.23,3.0
1.0,59.0,63.0,18.0,6.53,31.66,66.69,60.13,3.0
1.0,21.0,63.0,22.0,6.86,25.1,74.62,67.73,3.0
1.0,44.0,75.0,22.0,7.57,30.03,71.21,64.15,3.0
1.0,36.0,66.0,15.0,6.67,30.09,67.14,69.35,3.0
1.0,52.0,71.0,16.0,7.08,27.74,71.79,68.54,3.0
1.0,56.0,76.0,16.0,7.51,28.27,63.3,61.19,3.0
1.0,56.0,79.0,15.0,7.45,29.48,71.89,63.2,3.0
1.0,21.51,80.0,19.83,7.26,28.46,64.56,68.41,3.0
1.0,29.0,76.0,15.0,7.03,28.54,69.69,64.2,3.0
1.0,39.0,60.0,21.0,6.97,34.9,64.73,63.6,3.0
1.0,29.0,76.0,15.0,7.03,28.54,69.69,64.2,3.0
1.0,34.0,66.0,19.0,7.59,32.97,73.45,60.18,3.0
1.0,53.0,74.0,15.0,7.52,29.43,72.18,64.94,3.0
1.0,25.74,67.26,16.78,7.16,29.19,67.74,66.96,3.0
1.0,37.0,62.0,17.0,7.12,25.69,74.62,69.84,3.0
1.0,53.0,74.0,15.0,7.52,29.43,72.18,64.94,3.0
1.0,56.0,75.0,15.0,7.15,30.2,66.37,60.07,3.0
1.0,25.0,65.0,21.0,6.88,33.86,69.24,68.59,3.0
1.0,35.0,64.0,15.0,6.5,28.47,69.53,63.54,3.0
1.0,56.0,75.0,15.0,7.15,30.2,66.37,60.07,3.0
1.0,42.0,73.0,25.0,6.5,34.04,73.24,67.21,3.0
1.0,35.0,64.0,15.0,6.5,28.47,69.53,63.54,3.0
1.0,44.0,63.0,15.0,7.34,26.42,63.47,64.51,3.0
1.0,25.0,65.0,21.0,6.88,33.86,69.24,68.59,3.0
1.0,58.0,79.0,17.0,7.04,27.25,62.32,66.1,3.0
1.0,29.0,70.0,15.0,6.87,30.33,74.17,63.55,3.0
1.0,25.0,65.0,21.0,6.88,33.86,69.24,68.59,3.0
1.0,28.0,68.0,19.0,7.7,34.64,72.43,61.39,3.0
1.0,56.0,79.0,15.0,7.45,29.48,71.89,63.2,3.0
1.0,55.0,77.0,22.0,7.76,31.43,64.78,62.99,3.0
1.0,37.0,62.0,17.0,7.12,25.69,74.62,69.84,3.0
1.0,56.0,75.0,15.0,7.15,30.2,66.37,60.07,3.0
1.0,27.0,62.0,24.0,7.35,28.63,62.27,66.77,3.0
1.0,29.0,70.0,15.0,6.87,30.33,74.17,63.55,3.0
1.0,29.0,76.0,15.0,7.03,28.54,69.69,64.2,3.0
1.0,49.0,68.0,22.0,7.13,28.57,63.5,61.53,3.0
1.0,28.0,68.0,19.0,7.7,34.64,72.43,61.39,3.0
1.0,44.51,58.85,17.66,6.78,27.94,72.5,65.42,3.0
1.0,44.0,63.0,15.0,7.34,26.42,63.47,64.51,3.0
1.0,59.0,55.0,19.0,7.33,31.74,68.97,62.51,3.0
1.0,58.0,75.0,25.0,7.26,25.26,68.65,61.37,3.0
1.0,50.0,55.0,16.0,7.58,28.81,62.26,65.34,3.0
1.0,21.0,63.0,22.0,6.86,25.1,74.62,67.73,3.0
1.0,23.0,57.0,19.0,7.25,32.84,73.4,68.0,3.0
1.0,49.0,68.0,22.0,7.13,28.57,63.5,61.53,3.0
1.0,52.0,63.0,19.0,6.93,29.59,67.53,68.32,3.0
1.0,59.0,58.0,17.0,7.37,28.55,62.83,66.31,3.0
1.0,44.0,75.0,22.0,7.57,30.03,71.21,64.15,3.0
1.0,44.0,63.0,15.0,7.34,26.42,63.47,64.51,3.0
1.0,58.0,75.0,25.0,7.26,25.26,68.65,61.37,3.0
1.0,20.0,72.0,19.0,7.4,32.48,65.82,64.35,3.0
1.0,40.0,63.0,18.0,6.74,30.42,63.02,67.66,3.0
1.0,27.0,62.0,24.0,7.35,28.63,62.27,66.77,3.0
1.0,44.0,63.0,15.0,7.34,26.42,63.47,64.51,3.0
1.0,50.0,55.0,16.0,7.58,28.81,62.26,65.34,3.0
1.0,23.0,57.0,19.0,7.25,32.84,73.4,68.0,3.0
1.0,49.0,76.0,18.0,7.39,27.05,60.47,67.7,3.0
1.0,41.0,74.0,18.0,6.6,28.76,73.38,61.03,3.0
1.0,36.0,66.0,15.0,6.67,30.09,67.14,69.35,3.0
1.0,55.0,78.0,21.0,6.6,33.39,63.57,62.94,3.0
1.0,56.0,76.0,16.0,7.51,28.27,63.3,61.19,3.0
1.0,40.0,68.0,17.0,7.73,34.13,70.41,65.15,3.0
1.0,32.0,66.0,17.0,7.16,34.95,70.14,65.27,3.0
1.0,42.0,73.0,25.0,6.5,34.04,73.24,67.21,3.0
1.0,25.0,62.0,21.0,7.04,26.73,67.15,68.14,3.0
1.0,39.0,60.0,21.0,6.97,34.9,64.73,63.6,3.0
1.0,40.0,68.0,17.0,7.73,34.13,70.41,65.15,3.0
1.0,28.0,65.0,23.0,7.41,28.39,74.24,61.89,3.0
1.0,28.0,65.0,23.0,7.41,28.39,74.24,61.89,3.0
1.0,42.0,58.0,25.0,6.51,27.46,69.46,62.9,3.0
1.0,42.0,73.0,25.0,6.5,34.04,73.24,67.21,3.0
1.0,50.0,64.0,25.0,6.73,28.84,70.25,63.37,3.0
1.0,59.0,58.0,17.0,7.37,28.55,62.83,66.31,3.0
1.0,21.0,72.0,17.0,7.58,31.52,61.71,66.56,3.0
1.0,20.0,72.0,19.0,7.4,32.48,65.82,64.35,3.0
1.0,35.0,72.0,21.0,7.74,34.04,66.86,64.29,3.0
1.0,44.0,76.0,22.0,7.78,27.26,68.92,68.01,3.0
1.0,43.0,68.0,20.0,7.5,29.58,69.44,66.18,3.0
1.0,56.96,66.98,24.94,7.55,32.32,64.6,66.65,3.0
1.0,49.0,72.0,15.0,7.14,31.56,74.87,67.84,3.0
1.0,29.0,70.0,15.0,6.87,30.33,74.17,63.55,3.0
1.0,42.0,58.0,25.0,6.51,27.46,69.46,62.9,3.0
1.0,56.0,75.0,15.0,7.15,30.2,66.37,60.07,3.0
1.0,48.0,61.0,21.0,6.63,30.28,65.63,61.69,3.0
1.0,32.0,66.0,17.0,7.16,34.95,70.14,65.27,3.0
1.0,32.0,66.0,17.0,7.16,34.95,70.14,65.27,3.0
1.0,55.0,78.0,21.0,6.6,33.39,63.57,62.94,3.0
1.0,30.0,64.0,20.0,6.57,33.86,68.02,61.57,3.0
1.0,52.0,71.0,16.0,7.08,27.74,71.79,68.54,3.0
1.0,53.0,74.0,15.0,7.52,29.43,72.18,64.94,3.0
1.0,21.0,78.0,19.0,6.92,27.16,69.85,66.76,3.0
1.0,21.0,78.0,19.0,6.92,27.16,69.85,66.76,3.0
1.0,23.53,80.0,19.16,6.9,29.45,65.45,68.96,3.0
1.0,52.0,63.0,19.0,6.93,29.59,67.53,68.32,3.0
1.0,33.0,80.0,22.0,6.59,28.57,70.09,65.72,3.0
1.0,44.0,63.0,15.0,7.34,26.42,63.47,64.51,3.0
1.0,56.0,79.0,15.0,7.45,29.48,71.89,63.2,3.0
1.0,29.0,76.0,15.0,7.03,28.54,69.69,64.2,3.0
1.0,29.0,67.0,21.0,6.62,29.79,63.02,63.39,3.0
1.0,29.0,70.0,15.0,6.87,30.33,74.17,63.55,3.0
1.0,50.0,64.0,25.0,6.73,28.84,70.25,63.37,3.0
1.0,25.0,65.0,21.0,6.88,33.86,69.24,68.59,3.0
1.0,25.0,65.0,21.0,6.88,33.86,69.24,68.59,3.0
1.0,58.0,71.0,15.0,6.92,27.83,74.01,67.59,3.0
1.0,43.2,77.8,21.8,7.11,30.67,64.53,62.1,3.0
1.0,37.0,79.0,19.0,7.14,27.54,69.41,69.35,3.0
1.0,49.0,72.0,15.0,7.14,31.56,74.87,67.84,3.0
1.0,27.0,62.0,24.0,7.35,28.63,62.27,66.77,3.0
1.0,49.0,72.0,15.0,7.14,31.56,74.87,67.84,3.0
1.0,28.0,68.0,19.0,7.7,34.64,72.43,61.39,3.0
1.0,44.0,63.0,15.0,7.34,26.42,63.47,64.51,3.0
1.0,41.0,74.0,18.0,6.6,28.76,73.38,61.03,3.0
1.0,49.0,76.0,18.0,7.39,27.05,60.47,67.7,3.0
1.0,42.0,73.0,25.0,6.5,34.04,73.24,67.21,3.0
1.0,41.0,74.0,18.0,6.6,28.76,73.38,61.03,3.0
1.0,21.0,72.0,17.0,7.58,31.52,61.71,66.56,3.0
1.0,53.0,74.0,15.0,7.52,29.43,72.18,64.94,3.0
1.0,41.0,74.0,18.0,6.6,28.76,73.38,61.03,3.0
1.0,25.45,67.55,17.65,7.14,29.27,67.64,65.91,3.0
1.0,55.0,77.0,22.0,7.76,31.43,64.78,62.99,3.0
1.0,41.0,74.0,18.0,6.6,28.76,73.38,61.03,3.0
1.0,48.0,61.0,21.0,6.63,30.28,65.63,61.69,3.0
1.0,21.0,72.0,17.0,7.58,31.52,61.71,66.56,3.0
1.0,58.0,75.0,25.0,7.26,25.26,68.65,61.37,3.0
1.0,52.0,65.0,20.0,6.81,32.82,68.84,66.16,3.0
1.0,20.0,68.0,23.0,7.71,25.55,63.18,63.95,3.0
1.0,33.52,78.56,19.96,6.76,30.93,71.56,64.3,3.0
1.0,55.0,78.0,21.0,6.6,33.39,63.57,62.94,3.0
1.0,58.0,71.0,15.0,6.92,27.83,74.01,67.59,3.0
1.0,55.0,78.0,21.0,6.6,33.39,63.57,62.94,3.0
1.0,49.0,76.0,18.0,7.39,27.05,60.47,67.7,3.0
1.0,23.0,57.0,19.0,7.25,32.84,73.4,68.0,3.0
1.0,34.0,66.0,19.0,7.59,32.97,73.45,60.18,3.0
1.0,35.0,72.0,21.0,7.74,34.04,66.86,64.29,3.0
1.0,25.6,67.4,17.21,7.15,29.23,67.69,66.44,3.0
1.0,50.99,56.03,18.07,6.72,28.13,70.84,64.19,3.0
1.0,44.0,63.0,15.0,7.34,26.42,63.47,64.51,3.0
1.0,32.0,66.0,17.0,7.16,34.95,70.14,65.27,3.0
1.0,42.0,73.0,25.0,6.5,34.04,73.24,67.21,3.0
1.0,53.0,74.0,15.0,7.52,29.43,72.18,64.94,3.0
1.0,35.0,72.0,21.0,7.74,34.04,66.86,64.29,3.0
1.0,35.0,72.0,21.0,7.74,34.04,66.86,64.29,3.0
1.0,34.0,66.0,19.0,7.59,32.97,73.45,60.18,3.0
1.0,58.0,79.0,17.0,7.04,27.25,62.32,66.1,3.0
1.0,58.0,61.0,15.0,7.4,30.95,62.79,64.23,3.0
1.0,44.0,55.0,25.0,7.42,29.63,71.16,65.91,3.0
1.0,28.0,68.0,19.0,7.7,34.64,72.43,61.39,3.0
1.0,59.0,58.0,17.0,7.37,28.55,62.83,66.31,3.0
1.0,27.0,62.0,24.0,7.35,28.63,62.27,66.77,3.0
1.0,59.0,63.0,18.0,6.53,31.66,66.69,60.13,3.0
1.0,59.0,58.0,17.0,7.37,28.55,62.83,66.31,3.0
1.0,21.0,72.0,17.0,7.58,31.52,61.71,66.56,3.0
1.0,28.0,68.0,19.0,7.7,34.64,72.43,61.39,3.0
1.0,55.0,67.0,16.0,6.6,34.37,70.27,69.69,3.0
1.0,55.0,78.0,21.0,6.6,33.39,63.57,62.94,3.0
1.0,37.0,79.0,19.0,7.14,27.54,69.41,69.35,3.0
1.0,42.32,78.68,22.68,6.87,28.5,67.5,62.97,3.0
1.0,28.0,68.0,19.0,7.7,34.64,72.43,61.39,3.0
1.0,37.0,79.0,19.0,7.14,27.54,69.41,69.35,3.0
1.0,27.0,64.0,21.0,7.54,32.84,73.67,68.68,3.0
1.0,41.0,74.0,18.0,6.6,28.76,73.38,61.03,3.0
1.0,21.0,78.0,19.0,6.92,27.16,69.85,66.76,3.0
1.0,44.0,58.0,18.0,6.81,28.04,72.5,65.07,3.0
1.0,58.0,71.0,15.0,6.92,27.83,74.01,67.59,3.0
1.0,37.0,62.0,17.0,7.12,25.69,74.62,69.84,3.0
1.0,29.0,70.0,15.0,6.87,30.33,74.17,63.55,3.0
1.0,21.0,78.0,19.0,6.92,27.16,69.85,66.76,3.0
1.0,37.0,79.0,19.0,7.14,27.54,69.41,69.35,3.0
1.0,32.0,66.0,17.0,7.16,34.95,70.14,65.27,3.0
1.0,44.0,58.0,18.0,6.81,28.04,72.5,65.07,3.0
1.0,55.0,67.0,16.0,6.6,34.37,70.27,69.69,3.0
1.0,42.0,79.0,23.0,6.78,27.72,68.57,63.29,3.0
1.0,59.0,58.0,17.0,7.37,28.55,62.83,66.31,3.0
1.0,52.0,71.0,16.0,7.08,27.74,71.79,68.54,3.0
1.0,21.0,63.0,22.0,6.86,25.1,74.62,67.73,3.0
1.0,49.0,72.0,15.0,7.14,31.56,74.87,67.84,3.0
1.0,25.0,65.0,21.0,6.88,33.86,69.24,68.59,3.0
1.0,27.0,64.0,21.0,7.54,32.84,73.67,68.68,3.0
1.0,55.0,78.0,21.0,6.6,33.39,63.57,62.94,3.0
1.0,41.0,74.0,18.0,6.6,28.76,73.38,61.03,3.0
1.0,32.0,66.0,17.0,7.16,34.95,70.14,65.27,3.0
1.0,21.0,78.0,19.0,6.92,27.16,69.85,66.76,3.0
1.0,48.0,62.0,15.0,7.54,25.37,65.82,66.64,3.0
1.0,23.0,70.0,15.0,7.4,34.6,60.42,63.11,3.0
1.0,32.0,66.0,17.0,7.16,34.95,70.14,65.27,3.0
1.0,33.72,60.17,16.06,7.32,31.29,64.01,64.45,3.0
1.0,53.0,74.0,15.0,7.52,29.43,72.18,64.94,3.0
1.0,49.0,72.0,15.0,7.14,31.56,74.87,67.84,3.0
1.0,39.0,73.0,24.0,7.22,25.66,69.29,61.18,3.0
1.0,35.0,72.0,21.0,7.74,34.04,66.86,64.29,3.0
1.0,29.0,67.0,21.0,6.62,29.79,63.02,63.39,3.0
1.0,23.0,70.0,15.0,7.4,34.6,60.42,63.11,3.0
1.0,44.0,63.0,15.0,7.34,26.42,63.47,64.51,3.0
1.0,23.0,70.0,15.0,7.4,34.6,60.42,63.11,3.0
1.0,29.0,67.0,21.0,6.62,29.79,63.02,63.39,3.0
1.0,39.0,60.0,21.0,6.97,34.9,64.73,63.6,3.0
1.0,23.0,57.0,19.0,7.25,32.84,73.4,68.0,3.0
1.0,23.0,70.0,15.0,7.4,34.6,60.42,63.11,3.0
1.0,37.0,62.0,17.0,7.12,25.69,74.62,69.84,3.0
1.0,35.0,72.0,21.0,7.74,34.04,66.86,64.29,3.0
1.0,33.0,80.0,22.0,6.59,28.57,70.09,65.72,3.0
1.0,56.0,75.0,15.0,7.15,30.2,66.37,60.07,3.0
1.0,40.0,68.0,17.0,7.73,34.13,70.41,65.15,3.0
1.0,41.0,74.0,18.0,6.6,28.76,73.38,61.03,3.0
1.0,56.0,76.0,16.0,7.51,28.27,63.3,61.19,3.0
